CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,id_estab
15-08-0104-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA SAN MARCOS SACSAMANÍ,5861-8768,PEDRO ARMANDO CASTRO CHOCO,RONALDT ELISEO LARIOS IXCOPAL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,e13da15a42ae
15-08-0105-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA RIBACÓ,3246-7725,PEDRO ARMANDO CASTRO CHOCO,ESTUARDO ANTONIO SIC YOC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,4f5edb534d37
15-08-0107-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,FINCA BREMEN PANZAL,5198-9166,PEDRO ARMANDO CASTRO CHOCO,EVELYN YOLANDA PELÁEZ GARCÍA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,2fefd1102f65
15-08-0130-45,15-021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,3593-0539,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,7504d110b805
15-08-0141-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA SACSAMANÍ,4943-9150,PEDRO ARMANDO CASTRO CHOCO,FRANCISCO ROSALES REYES,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,d7bf0de0e4d5
15-08-0142-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO NUEVO AMANECER PANCOC,4064-0686,PEDRO ARMANDO CASTRO CHOCO,GABRIEL SIANA LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,9804f14d1f7c
15-08-0143-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO CRUCERO HELVETIA,5573-9665,PEDRO ARMANDO CASTRO CHOCO,CARLOS ANTONIO ISMALEJ HURTADO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,bba3a1a59a3c
15-08-0145-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA CHANTEL CHICOY,4060-1223,PEDRO ARMANDO CASTRO CHOCO,JORGE AMILCAR ACEITUNO SANTOS,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,13d9f72b6f74
15-08-0146-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA EBEN-EZER,4174-0139,PEDRO ARMANDO CASTRO CHOCO,ANA VICTORIA JUÁREZ ORREGO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,7af25ad7ecb9
15-08-0147-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO CENTRO WESTFALIA,5817-0836,PEDRO ARMANDO CASTRO CHOCO,JOSEFA DE LA CRUZ SAGUAY SARPEC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,e67e4a9368d8
15-08-0148-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO MONTE BLANCO,3298-5587,PEDRO ARMANDO CASTRO CHOCO,EDUARDO SANTIAGO GARCÍA COJÓM,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,bafa26cd9ee3
15-08-0149-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO MONJAS PANIMAQUITO,4030-6916,PEDRO ARMANDO CASTRO CHOCO,MARÍA DEL CARMEN GONZÁLEZ JERÓNIMO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,18c06f32fd64
15-08-0150-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO BETANIA,4943-9150,PEDRO ARMANDO CASTRO CHOCO,SERGIO NOÉL ANDREZ HERNÁNDEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,cb021b7bc4f1
15-08-0151-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA LA PINADA,5818-7873,PEDRO ARMANDO CASTRO CHOCO,ALICIA SUSANA RAMOS CHEN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,1c0c1ee305c8
15-08-0174-45,15-021,BAJA VERAPAZ,PURULHA,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BARRIO EL CARPINTERO,5426-9657,PEDRO ARMANDO CASTRO CHOCO,JOSÉ ALFREDO CRUZ SÚN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,b41227214253
15-08-0175-45,15-021,BAJA VERAPAZ,PURULHA,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,BARRIO SAN ANTONIO,5903-1569,PEDRO ARMANDO CASTRO CHOCO,REGINALDO HERNÁNDEZ CÓ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,4363b3fcce21
15-08-0189-45,15-021,BAJA VERAPAZ,PURULHA,COLEGIO CRISTIANO PARTICULAR MIXTO VIDA,ALDEA MOCOHÁN,5843-7998,PEDRO ARMANDO CASTRO CHOCO,IGNACIO TOC POC,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,69fca1956880
15-08-0195-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERIO CENTRO PANCHISIVIC,5317-3478,PEDRO ARMANDO CASTRO CHOCO,WENDY AZUCENA RODRÍGUEZ MÁRQUEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,30f953bd5777
15-08-0196-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,CASERÍO EL REPOLLAL I,4934-0195,PEDRO ARMANDO CASTRO CHOCO,DESIDERIO TAPERIA PRIMERO,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,91785cfff85f
15-08-0201-45,15-021,BAJA VERAPAZ,PURULHA,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,5777-8541,PEDRO ARMANDO CASTRO CHOCO,JULIO CÉSAR XOL ARÉVALO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,cbfa79630813
15-08-0202-45,15-021,BAJA VERAPAZ,PURULHA,LICEO INTEGRAL PURULENSE VICTORIA,BARRIO LA CRUZ,5777-8541,PEDRO ARMANDO CASTRO CHOCO,MARCO ANTONIO XOY ORTÍZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,cbfa79630813
15-08-0204-45,15-021,BAJA VERAPAZ,PURULHA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,CASERÍO TRES CRUCES,5806-0793,PEDRO ARMANDO CASTRO CHOCO,ADELAIDA GAMARRO MARROQUÍN,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,2326a15e7d74
15-08-0208-45,15-021,BAJA VERAPAZ,PURULHA,INEB,BARRIO EL CALVARIO,4588-8897,PEDRO ARMANDO CASTRO CHOCO,LUCILA GIGLENA MIRANDA MAAZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,88f5a93f2bef
15-08-0217-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA EL DURAZNO,5497-6434,PEDRO ARMANDO CASTRO CHOCO,DARLING RICARDO CORTEZ LÓPEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,75b1b50b55ec
15-08-0218-45,15-021,BAJA VERAPAZ,PURULHA,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BARRIO EL CARPINTERO,5426-9657,PEDRO ARMANDO CASTRO CHOCO,JOSÉ ALFREDO CRUZ SÚN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ,b41227214253
15-08-0224-45,15-021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,3638-3815,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ,7504d110b805
15-08-0226-45,15-021,BAJA VERAPAZ,PURULHA,INEB DE TELESECUNDARIA,ALDEA ESFUERZO CHEJEL,4880-5773,PEDRO ARMANDO CASTRO CHOCO,MARIAM PRISCILA CHAVARRÍA XICOL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,63025cdcc22d
15-08-0228-45,15-024,BAJA VERAPAZ,PURULHA,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX,BARRIO EL CENTRO,3359-5715,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,503aecee1134
15-08-0229-45,15-024,BAJA VERAPAZ,PURULHA,CEEX-FUNCAFE,CASERÍO EL ROSARIO PANZAL,3349-4456,VIVIAN VERONICA PRERA NOGUERA,JEANNIE ISABEL MORENTE TISTA DE FRANCO,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,863180667aa1
15-08-0248-45,15-021,BAJA VERAPAZ,PURULHA,INEB,CASERÍO NUEVO PROGRESO PANCHISIVIC,4511-2909,PEDRO ARMANDO CASTRO CHOCO,GLADIS AMARILIS CAN XOL,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,2efbf58b509a
15-08-0275-45,15-021,BAJA VERAPAZ,PURULHA,IEBC DE ENSEÑANZA,"BARRIO EL CENTRO, PURULHA.",3008-6886,PEDRO ARMANDO CASTRO CHOCO,JOSÉ ALFREDO CRUZ SÚN,BASICO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,6cc88a2b7da0
15-08-2119-45,15-021,BAJA VERAPAZ,PURULHA,INSTITUTO MIXTO PARTICULAR VERAPAZ,BARRIO EL CEMENTERIO,3593-0539,PEDRO ARMANDO CASTRO CHOCO,SEIDI YANET RODRÍGUEZ PIRIR,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,BAJA VERAPAZ,7504d110b805
15-08-2120-45,15-021,BAJA VERAPAZ,PURULHA,COLEGIO PARTICULAR MIXTO PURULHÁ PROFESORA MARÍA ZOE LÓPEZ,BARRIO EL CARPINTERO,5426-9657,PEDRO ARMANDO CASTRO CHOCO,INGRID YANET RAMÍREZ TÚN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,b41227214253
15-01-0050-46,15-001,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,7940-0455,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,15fda52f0e19
15-01-0051-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24 ZONA 2",7940-0182,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELIA NÍVEA LÓPEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,7faad1cb1bbe
15-01-0052-46,15-030,BAJA VERAPAZ,SALAMA,LICEO MIXTO SAN MATEO,9A. AVENIDA 6-67 ZONA 1,7940-1926,NELSON JOEL HERNANDEZ HERNANDEZ,CARMEN ALICIA HERNÁNDEZ GUILLERMO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,449fb8ed8eef
15-01-0087-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,"13 AVENIDA 7-41, ZONA 2, BARRIO HACIENDA DE LA VIRGEN",5300-9229,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ROSALINA NADEYDA TOJ MORENTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,a0fcc554e863
15-01-0099-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24 ZONA 2",7940-0182,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELIA NÍVEA LÓPEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ,7faad1cb1bbe
15-01-0109-46,15-030,BAJA VERAPAZ,SALAMA,CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,"RUTA 4, ZONA 5, DEL BARRIO SANTA ELENA",5691-3283,NELSON JOEL HERNANDEZ HERNANDEZ,JORGE EMILIO SOTO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,cb866a4935ba
15-01-0111-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4, 12-68 ZONA 5, BARRIO SANTA ELENA",7954-0830,IRIS QUETZALÍ ORDOÑEZ TURCIOS,VICTOR GERARDO RODAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,dbb50a124a75
15-01-0112-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4, 12-68 ZONA 5, BARRIO SANTA ELENA",7954-0830,IRIS QUETZALÍ ORDOÑEZ TURCIOS,VICTOR GERARDO RODAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,dbb50a124a75
15-01-0113-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,RUTA 4 12-68 ZONA 5 BARRIO SANTA ELENA,7954-0830,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,dbb50a124a75
15-01-0116-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA CHILASCÓ,3030-8037,IRIS QUETZALÍ ORDOÑEZ TURCIOS,LESTER MATEO QUEJ GARCIA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,c8590b491b8a
15-01-0154-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,RUTA 4 12-68 ZONA 5 BARRIO SANTA ELENA,7954-0830,IRIS QUETZALÍ ORDOÑEZ TURCIOS,VICTOR GERARDO RODAS CARDONA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,dbb50a124a75
15-01-0162-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA EL TEMPISQUE,5857-8688,NELSON JOEL HERNANDEZ HERNANDEZ,KENDY MELANYHA SILVESTRE BOL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,08c2e809d5f7
15-01-0172-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX-,"2A. CALLE, ZONA 1",5488-7718,VIVIAN VERONICA PRERA NOGUERA,ALONDRA VANESSA VALEY IXPATÁ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,588683c57f0f
15-01-0174-46,15-024,BAJA VERAPAZ,SALAMA,PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA -PRONEA-,11 AVENIDA 1-99 ZONA 6,4215-9922,VIVIAN VERONICA PRERA NOGUERA,VIVIAN VERÓNICA PRERA NOGUERA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,BAJA VERAPAZ,05f02c5d5d51
15-01-0177-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24, ZONA 2",7940-0182,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELIA NÍVEA LÓPEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ,7faad1cb1bbe
15-01-0178-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,"RUTA 4 12-68, ZONA 5, BARRIO SANTA ELENA",7954-0909,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELGI WALTER BOTEO GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ,dbb50a124a75
15-01-0180-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,"5A. AVENIDA 6-31, ZONA 1",7954-0849,IRIS QUETZALÍ ORDOÑEZ TURCIOS,MARIA CONCEPCION MORALES ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),BAJA VERAPAZ,b1a0c2e6fbd4
15-01-0182-46,15-030,BAJA VERAPAZ,SALAMA,CENTRO ESTUDIANTIL MIGUEL ÁNGEL ASTURIAS,"RUTA 4, ZONA 5, BARRIO SANTA ELENA",5691-3283,NELSON JOEL HERNANDEZ HERNANDEZ,JORGE EMILIO SOTO LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),BAJA VERAPAZ,1b5d2f8635b5
15-01-0185-46,15-024,BAJA VERAPAZ,SALAMA,CENTRO DE EDUCACIÓN EXTRAESCOLAR CEEX DEPARTAMENTAL,"11AVENIDA 1-99, ZONA 6",3359-5715,VIVIAN VERONICA PRERA NOGUERA,ELDER WILFREDO MENDOZA RODRÍGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,BAJA VERAPAZ,7b6d7ce936d1
15-01-0188-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO TÉCNICO EXPERIMENTAL DE FORMACIÓN INDUSTRIAL POR COOPERATIVA ITEFIC,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS",5812-2084,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRIA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,e43ecf4e4650
15-01-0190-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA CHIVAC,5593-0404,NELSON JOEL HERNANDEZ HERNANDEZ,CARLOS ALEJANDRO CRÚZ GARCÍA,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,d6f807531d5f
15-01-0191-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA LOS PAXTES,5432-7647,NELSON JOEL HERNANDEZ HERNANDEZ,WILLIAMS NOÉ HERNÁNDEZ DE LOS SANTOS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,82a476ca6b41
15-01-1274-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO NACIONAL DE ADMINISTRACION DE EMPRESAS,"5A. AVENIDA 4-74, ZONA 1 BARRIO CENTRO",5944-4640,NELSON JOEL HERNANDEZ HERNANDEZ,WALTER ORLANDO JUÁREZ PÉREZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,115595cddb87
15-01-1480-46,15-030,BAJA VERAPAZ,SALAMA,INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA -ITEFIC-,"BARRIO EL CALVARIO, SECTOR LAS TEJERAS",5812-2084,NELSON JOEL HERNANDEZ HERNANDEZ,NYDIA ROSSIBELL CHAVARRIA HERRERA,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,e43ecf4e4650
15-01-1754-46,15-001,BAJA VERAPAZ,SALAMA,INSTITUTO NORMAL DE PRIMARIA BILINGUE INTERCULTURAL ADS. A ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL,13 AVENIDA 7-41 ZONA 2 BARRIO HACIENDA DE LA VIRGEN,5616-9841,IRIS QUETZALÍ ORDOÑEZ TURCIOS,RODOLFO COJÓN ISMALEJ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,b51ccf9c1a92
15-01-1852-46,15-001,BAJA VERAPAZ,SALAMA,ESCUELA NORMAL DE EDUCACION FISICA,"2DA AVENIDA 6-89 ZONA 1, INTERIOR VILLA DEPORTIVA",4852-1191,IRIS QUETZALÍ ORDOÑEZ TURCIOS,EVA LISETH REYES GARCIA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),BAJA VERAPAZ,3cfffa7944ee
15-01-1947-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,5AV. 6-31 ZONA 1,3760-8626,IRIS QUETZALÍ ORDOÑEZ TURCIOS,MARIA CONCEPCION MORALES ENRIQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,86a531967e35
15-01-2023-46,15-001,BAJA VERAPAZ,SALAMA,COLEGIO PARTICULAR MIXTO TEZULUTLÁN,"DIAGONAL 4, 1-24 ZONA 2",7940-0182,IRIS QUETZALÍ ORDOÑEZ TURCIOS,ELIA NÍVEA LÓPEZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,BAJA VERAPAZ,7faad1cb1bbe
15-02-0023-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ALDEA SAN GABRIEL PANTZUJ,5993-4015,WILSON ESTUARDO CANAHUI JA,MYNOR ESTUARDO BACHÁN PÉREZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,b522b233efa8
15-02-0058-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CANTON SAN JUAN,4678-2645,WILSON ESTUARDO CANAHUI JA,RUDY ZOEL RODRÍGUEZ XITUMUL,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,0076a35b3b71
15-02-0059-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,COLEGIO PARTICULAR BAUTISTA MIXTO,CANTÓN LA CRUZ,5690-3927,WILSON ESTUARDO CANAHUI JA,ELDER ROCAEL TISTA CANAHUÍ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ,71444828acc1
15-02-0094-46,15-034,BAJA VERAPAZ,SAN MIGUEL CHICAJ,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,ALDEA SAN FRANCISCO,4040-7799,WILSON ESTUARDO CANAHUI JA,WALTER OSEAS ORTIZ SIS,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ,b6cb45fd05d9
